line_id,blueprint_id,line_number,content
BP11:00136,BP11,136,2.x Multi-Agent Orchestration (5 skills)
BP11:00137,BP11,137,agent-council
BP11:00138,BP11,138,cc-godmode
BP11:00139,BP11,139,claude-team
BP11:00140,BP11,140,task-delegator
BP11:00141,BP11,141,parallel-executor
BP11:00142,BP11,142,2.x Memory Systems (5 skills)
BP11:00143,BP11,143,cognitive-memory
BP11:00144,BP11,144,chromadb-memory
BP11:00145,BP11,145,long-term-context
BP11:00146,BP11,146,preference-learner
BP11:00147,BP11,147,episodic-memory
BP11:00148,BP11,148,2.x Smart Model Routing (5 skills)
BP11:00149,BP11,149,smart-router
BP11:00150,BP11,150,smart-model-switching
BP11:00151,BP11,151,cost-optimizer
BP11:00152,BP11,152,model-evaluator
BP11:00153,BP11,153,prompt-cache-manager
BP11:00154,BP11,154,2.x Cron & Scheduled Workflows (5 skills)
BP11:00155,BP11,155,cron-scheduler
BP11:00156,BP11,156,recurring-tasks
BP11:00157,BP11,157,daily-briefing-engine
BP11:00158,BP11,158,event-trigger
BP11:00159,BP11,159,workflow-chain
BP11:00160,BP11,160,2.x Productivity & Tasks (2 skills)
BP11:00161,BP11,161,clawlist
BP11:00162,BP11,162,deepwork-tracker
BP11:00163,BP11,163,2.x Notes & PKM (1 skills)
BP11:00164,BP11,164,pndr
BP11:00165,BP11,165,2.x Health & Fitness (1 skills)
BP11:00166,BP11,166,fearbot
BP11:00167,BP11,167,2.x Search & Research (1 skills)
BP11:00168,BP11,168,technews
BP11:00169,BP11,169,2.x Calendar & Scheduling (2 skills)
BP11:00170,BP11,170,feishu-attendance
BP11:00171,BP11,171,satellite-copilot
BP11:00172,BP11,172,3. Database DDL & Migration Order
BP11:00173,BP11,173,3.1 Migration Execution Order
BP11:00174,BP11,174,"Migrations execute in strict sequential order. Each migration is idempotent, reversible, and references only previously-created objects. The migration numbering continues from the core Brevio schema ("
BP11:00175,BP11,175,3.2 Complete DDL — Browser & Automation
BP11:00176,BP11,176,Migration 100: browser_sessions
BP11:00177,BP11,177,CREATE TABLE browser_sessions (
BP11:00178,BP11,178,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00179,BP11,179,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00180,BP11,180,"  skill_id        VARCHAR(64) NOT NULL,"
BP11:00181,BP11,181,"  session_type    VARCHAR(32) NOT NULL CHECK (session_type IN ('stealth','playwright','puppeteer')),"
BP11:00182,BP11,182,"  status          VARCHAR(16) NOT NULL DEFAULT 'pending'"
BP11:00183,BP11,183,"                  CHECK (status IN ('pending','active','completed','failed','timed_out')),"
BP11:00184,BP11,184,"  proxy_endpoint  VARCHAR(256),"
BP11:00185,BP11,185,"  user_agent      TEXT,"
BP11:00186,BP11,186,"  cookies_json    JSONB DEFAULT '{}',"
BP11:00187,BP11,187,"  viewport_width  INTEGER DEFAULT 1920,"
BP11:00188,BP11,188,"  viewport_height INTEGER DEFAULT 1080,"
BP11:00189,BP11,189,"  timeout_ms      INTEGER NOT NULL DEFAULT 120000,"
BP11:00190,BP11,190,"  error_code      VARCHAR(64),"
BP11:00191,BP11,191,"  error_message   TEXT,"
BP11:00192,BP11,192,"  started_at      TIMESTAMPTZ,"
BP11:00193,BP11,193,"  completed_at    TIMESTAMPTZ,"
BP11:00194,BP11,194,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP11:00195,BP11,195,"  updated_at      TIMESTAMPTZ NOT NULL DEFAULT now()"
BP11:00196,BP11,196,);
BP11:00197,BP11,197,CREATE INDEX idx_browser_sessions_user_id ON browser_sessions(user_id);
BP11:00198,BP11,198,CREATE INDEX idx_browser_sessions_status ON browser_sessions(status);
BP11:00199,BP11,199,CREATE INDEX idx_browser_sessions_created_at ON browser_sessions(created_at DESC);
BP11:00200,BP11,200,ALTER TABLE browser_sessions ENABLE ROW LEVEL SECURITY;
BP11:00201,BP11,201,CREATE POLICY browser_sessions_user_policy ON browser_sessions
BP11:00202,BP11,202,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00203,BP11,203,Migration 101: browser_tasks
BP11:00204,BP11,204,CREATE TABLE browser_tasks (
BP11:00205,BP11,205,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00206,BP11,206,"  session_id      UUID NOT NULL REFERENCES browser_sessions(id) ON DELETE CASCADE,"
BP11:00207,BP11,207,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00208,BP11,208,"  task_type       VARCHAR(32) NOT NULL CHECK (task_type IN ('navigate','click','fill','screenshot','scrape','extract')),"
BP11:00209,BP11,209,"  target_url      TEXT,"
BP11:00210,BP11,210,"  selector        TEXT,"
BP11:00211,BP11,211,"  input_data      JSONB DEFAULT '{}',"
BP11:00212,BP11,212,"  output_data     JSONB DEFAULT '{}',"
BP11:00213,BP11,213,"  status          VARCHAR(16) NOT NULL DEFAULT 'pending'"
BP11:00214,BP11,214,"                  CHECK (status IN ('pending','running','succeeded','failed')),"
BP11:00215,BP11,215,"  retry_count     INTEGER NOT NULL DEFAULT 0,"
BP11:00216,BP11,216,"  max_retries     INTEGER NOT NULL DEFAULT 3,"
BP11:00217,BP11,217,"  error_code      VARCHAR(64),"
BP11:00218,BP11,218,"  error_message   TEXT,"
BP11:00219,BP11,219,"  duration_ms     INTEGER,"
BP11:00220,BP11,220,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now()"
BP11:00221,BP11,221,);
BP11:00222,BP11,222,CREATE INDEX idx_browser_tasks_session ON browser_tasks(session_id);
BP11:00223,BP11,223,CREATE INDEX idx_browser_tasks_user ON browser_tasks(user_id);
BP11:00224,BP11,224,ALTER TABLE browser_tasks ENABLE ROW LEVEL SECURITY;
BP11:00225,BP11,225,CREATE POLICY browser_tasks_user_policy ON browser_tasks
BP11:00226,BP11,226,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00227,BP11,227,Migration 104: bookings
BP11:00228,BP11,228,CREATE TABLE bookings (
BP11:00229,BP11,229,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00230,BP11,230,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00231,BP11,231,"  booking_type    VARCHAR(32) NOT NULL CHECK (booking_type IN ('restaurant','hotel','appointment','flight','event')),"
BP11:00232,BP11,232,"  provider        VARCHAR(64) NOT NULL,"
BP11:00233,BP11,233,"  status          VARCHAR(16) NOT NULL DEFAULT 'pending'"
BP11:00234,BP11,234,"                  CHECK (status IN ('pending','confirming','confirmed','cancelled','failed','no_show')),"
BP11:00235,BP11,235,"  venue_name      VARCHAR(256) NOT NULL,"
BP11:00236,BP11,236,"  venue_address   TEXT,"
BP11:00237,BP11,237,"  venue_lat       DECIMAL(10,7),"
BP11:00238,BP11,238,"  venue_lng       DECIMAL(10,7),"
BP11:00239,BP11,239,"  party_size      INTEGER DEFAULT 1,"
BP11:00240,BP11,240,"  booking_time    TIMESTAMPTZ NOT NULL,"
BP11:00241,BP11,241,"  duration_min    INTEGER,"
BP11:00242,BP11,242,"  confirmation_id VARCHAR(128),"
BP11:00243,BP11,243,"  notes           TEXT,"
BP11:00244,BP11,244,"  metadata        JSONB DEFAULT '{}',"
BP11:00245,BP11,245,"  cancelled_at    TIMESTAMPTZ,"
BP11:00246,BP11,246,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP11:00247,BP11,247,"  updated_at      TIMESTAMPTZ NOT NULL DEFAULT now()"
BP11:00248,BP11,248,);
BP11:00249,BP11,249,CREATE INDEX idx_bookings_user ON bookings(user_id);
BP11:00250,BP11,250,CREATE INDEX idx_bookings_status ON bookings(status);
BP11:00251,BP11,251,CREATE INDEX idx_bookings_time ON bookings(booking_time);
BP11:00252,BP11,252,"CREATE UNIQUE INDEX idx_bookings_confirmation ON bookings(provider, confirmation_id) WHERE confirmation_id IS NOT NULL;"
BP11:00253,BP11,253,ALTER TABLE bookings ENABLE ROW LEVEL SECURITY;
BP11:00254,BP11,254,CREATE POLICY bookings_user_policy ON bookings
BP11:00255,BP11,255,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00256,BP11,256,Migration 105: price_watches
BP11:00257,BP11,257,CREATE TABLE price_watches (
BP11:00258,BP11,258,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00259,BP11,259,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00260,BP11,260,"  product_url     TEXT NOT NULL,"
BP11:00261,BP11,261,"  product_name    VARCHAR(512),"
BP11:00262,BP11,262,"  retailer        VARCHAR(64) NOT NULL,"
BP11:00263,BP11,263,"  current_price   DECIMAL(10,2),"
BP11:00264,BP11,264,"  target_price    DECIMAL(10,2) NOT NULL,"
BP11:00265,BP11,265,"  highest_price   DECIMAL(10,2),"
BP11:00266,BP11,266,"  lowest_price    DECIMAL(10,2),"
BP11:00267,BP11,267,"  currency        VARCHAR(3) NOT NULL DEFAULT 'USD',"
BP11:00268,BP11,268,"  check_interval  INTEGER NOT NULL DEFAULT 3600,"
BP11:00269,BP11,269,"  status          VARCHAR(16) NOT NULL DEFAULT 'active'"
BP11:00270,BP11,270,"                  CHECK (status IN ('active','triggered','paused','expired')),"
BP11:00271,BP11,271,"  last_checked_at TIMESTAMPTZ,"
BP11:00272,BP11,272,"  triggered_at    TIMESTAMPTZ,"
BP11:00273,BP11,273,"  price_history   JSONB DEFAULT '[]',"
BP11:00274,BP11,274,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now()"
BP11:00275,BP11,275,);
BP11:00276,BP11,276,CREATE INDEX idx_price_watches_user ON price_watches(user_id);
BP11:00277,BP11,277,CREATE INDEX idx_price_watches_status ON price_watches(status) WHERE status = 'active';
BP11:00278,BP11,278,ALTER TABLE price_watches ENABLE ROW LEVEL SECURITY;
BP11:00279,BP11,279,CREATE POLICY price_watches_user_policy ON price_watches
BP11:00280,BP11,280,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00281,BP11,281,Migration 120: agent_councils
BP11:00282,BP11,282,CREATE TABLE agent_councils (
BP11:00283,BP11,283,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00284,BP11,284,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00285,BP11,285,"  council_type    VARCHAR(32) NOT NULL CHECK (council_type IN ('deliberation','voting','hierarchical','consensus')),"
BP11:00286,BP11,286,"  objective       TEXT NOT NULL,"
BP11:00287,BP11,287,"  status          VARCHAR(16) NOT NULL DEFAULT 'forming'"
BP11:00288,BP11,288,"                  CHECK (status IN ('forming','deliberating','voting','resolved','failed','timed_out')),"
BP11:00289,BP11,289,"  agent_count     INTEGER NOT NULL DEFAULT 3 CHECK (agent_count BETWEEN 2 AND 10),"
BP11:00290,BP11,290,"  quorum          INTEGER NOT NULL DEFAULT 2,"
BP11:00291,BP11,291,"  max_rounds      INTEGER NOT NULL DEFAULT 5,"
BP11:00292,BP11,292,"  current_round   INTEGER NOT NULL DEFAULT 0,"
BP11:00293,BP11,293,"  consensus_threshold DECIMAL(3,2) NOT NULL DEFAULT 0.66,"
BP11:00294,BP11,294,"  result_summary  TEXT,"
BP11:00295,BP11,295,"  agent_opinions  JSONB DEFAULT '[]',"
BP11:00296,BP11,296,"  final_decision  JSONB,"
BP11:00297,BP11,297,"  timeout_ms      INTEGER NOT NULL DEFAULT 300000,"
BP11:00298,BP11,298,"  cost_total_usd  DECIMAL(8,4) DEFAULT 0,"
BP11:00299,BP11,299,"  started_at      TIMESTAMPTZ,"
BP11:00300,BP11,300,"  completed_at    TIMESTAMPTZ,"
BP11:00301,BP11,301,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now()"
BP11:00302,BP11,302,);
BP11:00303,BP11,303,CREATE INDEX idx_agent_councils_user ON agent_councils(user_id);
BP11:00304,BP11,304,CREATE INDEX idx_agent_councils_status ON agent_councils(status);
BP11:00305,BP11,305,ALTER TABLE agent_councils ENABLE ROW LEVEL SECURITY;
BP11:00306,BP11,306,CREATE POLICY agent_councils_user_policy ON agent_councils
BP11:00307,BP11,307,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00308,BP11,308,Migration 123: delegated_tasks
BP11:00309,BP11,309,CREATE TABLE delegated_tasks (
BP11:00310,BP11,310,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00311,BP11,311,"  parent_id       UUID REFERENCES delegated_tasks(id) ON DELETE SET NULL,"
BP11:00312,BP11,312,"  council_id      UUID REFERENCES agent_councils(id) ON DELETE SET NULL,"
BP11:00313,BP11,313,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00314,BP11,314,"  task_description TEXT NOT NULL,"
BP11:00315,BP11,315,"  assigned_skill  VARCHAR(64),"
BP11:00316,BP11,316,"  assigned_model  VARCHAR(64),"
BP11:00317,BP11,317,"  priority        INTEGER NOT NULL DEFAULT 5 CHECK (priority BETWEEN 1 AND 10),"
BP11:00318,BP11,318,"  status          VARCHAR(16) NOT NULL DEFAULT 'pending'"
BP11:00319,BP11,319,"                  CHECK (status IN ('pending','assigned','running','succeeded','failed','cancelled')),"
BP11:00320,BP11,320,"  input_data      JSONB DEFAULT '{}',"
BP11:00321,BP11,321,"  output_data     JSONB,"
BP11:00322,BP11,322,"  error_code      VARCHAR(64),"
BP11:00323,BP11,323,"  retry_count     INTEGER NOT NULL DEFAULT 0,"
BP11:00324,BP11,324,"  max_retries     INTEGER NOT NULL DEFAULT 2,"
BP11:00325,BP11,325,"  cost_usd        DECIMAL(8,4) DEFAULT 0,"
BP11:00326,BP11,326,"  duration_ms     INTEGER,"
BP11:00327,BP11,327,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP11:00328,BP11,328,"  completed_at    TIMESTAMPTZ"
BP11:00329,BP11,329,);
BP11:00330,BP11,330,CREATE INDEX idx_delegated_tasks_user ON delegated_tasks(user_id);
BP11:00331,BP11,331,CREATE INDEX idx_delegated_tasks_parent ON delegated_tasks(parent_id) WHERE parent_id IS NOT NULL;
BP11:00332,BP11,332,CREATE INDEX idx_delegated_tasks_council ON delegated_tasks(council_id) WHERE council_id IS NOT NULL;
BP11:00333,BP11,333,CREATE INDEX idx_delegated_tasks_status ON delegated_tasks(status);
BP11:00334,BP11,334,ALTER TABLE delegated_tasks ENABLE ROW LEVEL SECURITY;
BP11:00335,BP11,335,CREATE POLICY delegated_tasks_user_policy ON delegated_tasks
BP11:00336,BP11,336,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00337,BP11,337,Migration 130: cognitive_memories
BP11:00338,BP11,338,CREATE TABLE cognitive_memories (
BP11:00339,BP11,339,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00340,BP11,340,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
BP11:00341,BP11,341,"  memory_type     VARCHAR(32) NOT NULL CHECK (memory_type IN ('fact','preference','behavior','context','correction')),"
BP11:00342,BP11,342,"  category        VARCHAR(64) NOT NULL,"
BP11:00343,BP11,343,"  content         TEXT NOT NULL,"
BP11:00344,BP11,344,"  confidence      DECIMAL(3,2) NOT NULL DEFAULT 1.00 CHECK (confidence BETWEEN 0.00 AND 1.00),"
BP11:00345,BP11,345,"  source_type     VARCHAR(32) NOT NULL CHECK (source_type IN ('explicit','inferred','corrected','observed')),"
BP11:00346,BP11,346,"  source_conversation_id UUID,"
BP11:00347,BP11,347,"  embedding_id    VARCHAR(128),"
BP11:00348,BP11,348,"  access_count    INTEGER NOT NULL DEFAULT 0,"
BP11:00349,BP11,349,"  last_accessed_at TIMESTAMPTZ,"
BP11:00350,BP11,350,"  decay_factor    DECIMAL(5,4) NOT NULL DEFAULT 1.0000,"
BP11:00351,BP11,351,"  superseded_by   UUID REFERENCES cognitive_memories(id),"
BP11:00352,BP11,352,"  is_active       BOOLEAN NOT NULL DEFAULT true,"
BP11:00353,BP11,353,"  created_at      TIMESTAMPTZ NOT NULL DEFAULT now(),"
BP11:00354,BP11,354,"  updated_at      TIMESTAMPTZ NOT NULL DEFAULT now()"
BP11:00355,BP11,355,);
BP11:00356,BP11,356,CREATE INDEX idx_cognitive_memories_user ON cognitive_memories(user_id);
BP11:00357,BP11,357,"CREATE INDEX idx_cognitive_memories_type ON cognitive_memories(user_id, memory_type);"
BP11:00358,BP11,358,"CREATE INDEX idx_cognitive_memories_active ON cognitive_memories(user_id, is_active) WHERE is_active = true;"
BP11:00359,BP11,359,"CREATE INDEX idx_cognitive_memories_category ON cognitive_memories(user_id, category);"
BP11:00360,BP11,360,ALTER TABLE cognitive_memories ENABLE ROW LEVEL SECURITY;
BP11:00361,BP11,361,CREATE POLICY cognitive_memories_user_policy ON cognitive_memories
BP11:00362,BP11,362,"  USING (user_id = current_setting('app.current_user_id')::UUID);"
BP11:00363,BP11,363,Migration 142: cost_ledger
BP11:00364,BP11,364,CREATE TABLE cost_ledger (
BP11:00365,BP11,365,"  id              UUID PRIMARY KEY DEFAULT gen_random_uuid(),"
BP11:00366,BP11,366,"  user_id         UUID NOT NULL REFERENCES users(id) ON DELETE CASCADE,"
